learner_id,country,degree,institution,major
Learner#7bd1975a-6f6a-4573-846b-d34781ef473b,India,NULL,NULL,NULL
Learner#7bd2173a-e0f6-4dc2-ac40-6b391e070422,India,Not in Education,Pondicherry University,Business Analytics
Learner#7bd313ef-aee8-4e08-ac07-d15c966b5848,United States,Graduate Student,Saint Louis University,Information Systems
Learner#7bd38c0a-9093-4804-beca-a24743974255,Nigeria,Graduate Student,Michael Okpara University of Agriculture Umudike Abia State,Civil Engineering
Learner#7bd3979f-bef5-490d-becb-52520bf0aef2,Nigeria,Graduate Student,Cross River University of Technology,Physics
Learner#7bd5e27a-bcad-4121-be45-f4b9317688d7,Pakistan,NULL,NULL,NULL
Learner#7bd613ef-6a3d-4e9d-8096-f5cc1d989978,Ghana,Not in Education,University of Cape Coast,Human Resources
Learner#7bd6a29e-9a21-4c62-a888-e4b360e1a1a2,Philippines,Undergraduate Student,University of Luzon,Pharmacy and Pharmacology
Learner#7bd6f000-6fc7-45d5-83d0-2bb175c30428,NULL,NULL,NULL,NULL
Learner#7bd75e73-89eb-4891-8d43-75719b88435a,Nigeria,NULL,NULL,NULL
Learner#7bd7ddc1-ea9c-4e9f-9bf5-360d74937ee4,India,Undergraduate Student,"University College of Engineering, Ariyalur",Leadership and Organizational development
Learner#7bd83d0d-150a-44a8-9dde-e7ac15b55753,Egypt,NULL,NULL,NULL
Learner#7bd8863a-158d-44f5-8110-cf47274dadd3,Pakistan,NULL,NULL,NULL
Learner#7bd88bb2-1a50-422b-a10a-d43cd8f6f2d7,Kenya,Undergraduate Student,United States International University-Africa,International Business Administration
Learner#7bd9e3ab-5098-446e-bbe2-ee50a6c2372f,Ghana,NULL,NULL,NULL
Learner#7bdc9440-45e8-4a87-9284-0beb797367a6,Pakistan,Graduate Student,Tabanis,Accounting
Learner#7bdcb601-8aa8-41bc-9ffc-745428519936,India,NULL,NULL,NULL
Learner#7bde20e6-f1cb-4e14-9c33-571e28266bf1,Vietnam,High School Student,Brooklyn Technical Highschool,Computer Engineering
Learner#7bde42a2-2213-4ca8-bc1a-5f9e6a795bc5,Philippines,Graduate Student,Polytechnic University of the Philippines,Electronics and Communication Engineering
Learner#7bde47f4-32bf-46d2-8639-931953afde08,Philippines,NULL,NULL,NULL
Learner#7bdea684-ed6a-4dd9-9d83-e4483008bfa9,Philippines,Undergraduate Student,University of the Philippines Open University,Multimedia
Learner#7bdfb79d-ec5f-4e0e-82d5-5e2c5e7fd277,India,High School Student,Grade:9,Commerce
Learner#7be022d2-b276-4f17-a38f-c2923deca9e8,Kenya,NULL,NULL,NULL
Learner#7be17102-e329-4309-a1e9-7298abf0c254,Pakistan,NULL,NULL,NULL
Learner#7be17aa6-0984-4082-b603-d4d79366835a,Algeria,NULL,NULL,NULL
Learner#835e3546-814b-456c-ad78-77321b7b915c,Uzbekistan,NULL,NULL,NULL
Learner#7be1a7f7-96f9-4f0b-a038-bd866ada854a,Kenya,NULL,NULL,NULL
Learner#7be27f6b-f9c8-4eff-9e1b-34607ae6bdd9,Kenya,NULL,NULL,NULL
Learner#7be2e5b5-86db-4c99-99b2-dc76ea05b620,India,NULL,NULL,NULL
Learner#7be3635d-98f3-4174-af70-8e569c6e5d30,Pakistan,NULL,NULL,NULL
Learner#7be380d7-6222-4f99-b3ae-1d90b73a77d4,India,Undergraduate Student,"CMR INSTITUTE OF TECHNOLOGY, Hyderabad",Student
Learner#814254bc-2ea8-4f0c-8f2b-7b06d9d2310a,Nepal,NULL,NULL,NULL
Learner#7be3a7ff-9d89-42e8-bb41-c9258a5a5280,India,Graduate Student,Mdsu,Computer
Learner#7be43099-b519-4135-a084-ef655c6346ce,India,Graduate Student,St Joseph college of engineering,Data Science
Learner#7be458b6-2805-43b3-a060-dca3bf29060c,India,Undergraduate Student,SRMIST,Btech
Learner#7be4f486-07b4-423b-9119-7689009f7c1e,Nigeria,Graduate Student,Elizade university,International Relations
Learner#8b1b5c4f-bc06-44e0-8a47-05ef98b59621,Bangladesh,NULL,NULL,NULL
Learner#7be5e0ef-00c9-46eb-9c96-cc717ab66cf5,United States,High School Student,Tamalpais High School,Bachelor of Science in Computer Science
Learner#7be6220e-f55a-44cc-a70f-91a11eb8e7ec,Nigeria,NULL,NULL,NULL
Learner#7be68ea3-678d-4b56-8d86-16081134045a,Egypt,Graduate Student,Cairo University,Computer Science
Learner#7be7ba70-6093-4f15-9dcc-13e886290bd4,Nigeria,NULL,NULL,NULL
Learner#7be87132-5c43-4099-8478-586f01799639,Nigeria,Undergraduate Student,Michael Okpara University of Agriculture Umudike Abia state,Web Development
Learner#7bea30cc-8e90-4a15-bfb3-c3ffd524eddc,Pakistan,NULL,NULL,NULL
Learner#7bea8adb-7dd6-4e78-93fe-512eaee1b9e5,India,Undergraduate Student,"Indian Institute of Information Technology, Design and Manufacturing, Kanchipuram",Mechanical Engineering
Learner#7beb8116-caf8-46c8-b9b9-c70859da6bc6,India,NULL,NULL,NULL
Learner#7bec346f-89a8-4df8-8e45-3b648b431c80,Somalia,High School Student,Productio warker,Biological Sciences
Learner#7becef53-4dfd-4438-86ce-529ecd9dafc9,India,Undergraduate Student,Shreeyash college of engineering and technology Aurangabad,Data Analysis
Learner#7bee5ad7-112f-45b3-8906-8c64d6a41879,Philippines,NULL,NULL,NULL
Learner#7bed71b1-ea52-4af8-999b-eedb29be789c,India,Graduate Student,Nandha college of Technology,Information Technology
Learner#7bed9786-07d7-4452-a63f-6499d26f3f92,Ethiopia,Not in Education,EEIG,Computer Science
Learner#7bedb165-ad7a-45dc-bce9-a0561e9c8f9a,Nigeria,NULL,NULL,NULL
Learner#7bedb821-1083-4fe8-8afc-ac6b4482cf87,Kenya,NULL,NULL,NULL
Learner#7bedd887-03e5-4912-83d6-54f3825df7d5,United States,NULL,NULL,NULL
Learner#9d3006d2-b573-4bc0-9595-e924787ace26,India,NULL,NULL,NULL
Learner#7beefdc6-5fc3-4f78-b41d-31ec821f4085,Nigeria,Undergraduate Student,Olabisi Onabanjo university,Mechanical Engineering
Learner#7bef7227-b688-409c-9999-f4f135abb72d,United States,Undergraduate Student,Saint Louis University,Medical Sciences
Learner#7befd904-7af7-4022-93d2-c6f0c33e2e05,India,Undergraduate Student,SSS GFGC MUDALAGI,Accounting
Learner#7bf0a447-4add-46ac-a28d-e38759631b84,Nigeria,NULL,NULL,NULL
Learner#7bf10d83-77ab-40f0-977d-5d422e00e003,Nigeria,NULL,NULL,NULL
Learner#7bf16bcb-3d9e-48c7-8b51-9d38e57a26ab,India,NULL,NULL,NULL
Learner#7bf1b5bd-b3b8-442c-9af2-1d9143416d75,Pakistan,Undergraduate Student,KIMS,MBBS
Learner#7bf1bdd7-a5bd-4192-95e5-dbef244c45d7,Nigeria,NULL,NULL,NULL
Learner#7bf26c49-c4ac-4bda-89f9-bb5122fb0d9a,Nigeria,Teacher/Educator,Federal college of education,Computer Information Systems
Learner#7bf2959c-a719-42f3-b7c6-f6af94ef1a85,India,Undergraduate Student,Presidency University,Computer Science
Learner#7bf33679-1670-4f63-85d7-28b88ed8ffe9,South Africa,Not in Education,N/A,Customer Service
Learner#7bf34124-1bff-4993-ae0c-75801c09d304,Nepal,Undergraduate Student,"NIT Silchar, Assam",CSE
Learner#7bf4620d-c38c-44ed-a9d7-ed67ba8f0925,India,Undergraduate Student,University of Maharaja College,Computer Applications
Learner#7bf4bb17-6a30-4df5-af36-de97845d48d8,India,Not in Education,"HMR Institute of Technology and Management, New Delhi",Computer Science and Engineering
Learner#81699f56-b20b-4f90-ba75-88965dd60bbc,India,NULL,NULL,NULL
Learner#7bf4bf33-d408-4d77-a30f-70cd15e490e1,India,Not in Education,RTMNU Nagpur,Chemical Engineering
Learner#7bf4c263-d752-4d5b-ae21-1c68518a3c87,India,Graduate Student,Coursera,Btech
Learner#7bf4d777-6596-4f89-a71b-26916c3ec11c,Kenya,Graduate Student,Meru University of Science and Technology,Bachelor of Science in Computer Science
Learner#7bf5aa98-c67b-48c7-8b2d-1936adca0622,South Africa,Undergraduate Student,University of Venda,Urban and Regional Planning
Learner#7c09d066-9813-4002-9ea6-7010c1d4b517,Kenya,NULL,NULL,NULL
Learner#7bf5bebe-f993-47b9-bd3f-18739eb351f7,Nigeria,Undergraduate Student,University of Lagos,Metallurgy and Materials Engineering
Learner#7bf5c792-ff96-4791-920f-af15b3f0d74b,United States,NULL,NULL,NULL
Learner#7bf6a42d-08ba-4e15-8c11-cde51507d036,United States,NULL,NULL,NULL
Learner#7bf746a6-eca1-43dc-ab17-46c9f0909a93,Nigeria,Not in Education,University of cape coast Ghana,Supply Chain Management
Learner#7bf7bf19-07e6-4fa6-9cc1-a700cafa1d65,Egypt,NULL,NULL,NULL
Learner#7c13873e-9db0-4be9-a50a-497c545a5ead,Pakistan,NULL,NULL,NULL
Learner#7bf9634a-7cd1-46e5-9fab-5769fcf9d1f0,Philippines,Undergraduate Student,Southern City Colleges,Computer Science
Learner#7bf99a34-67a8-4041-a19b-676efb5f7c3c,Pakistan,Undergraduate Student,Bahria University,Bachelor of Science in Computer Science
Learner#7bfa2902-a46e-4a58-b942-74a2ccdef824,India,Graduate Student,gniot,Digital Marketing
Learner#7bfbae5f-d8b3-4183-8ff7-f775128c83fd,Pakistan,Undergraduate Student,FAST NUCES,Business Analytics
Learner#7bfbdb08-e051-4b9e-a0c9-68e2d443ea21,Nigeria,Graduate Student,"University of Nigeria, Nsukka",Economics
Learner#7bfd7645-2f61-443b-a54e-66e170c29772,India,Graduate Student,University of Mumbai,Commerce
Learner#7bfd930e-c818-4973-a98e-54e18738cb02,Pakistan,NULL,NULL,NULL
Learner#7bfe546b-f556-42d3-b26c-38dc95e53ba4,Nigeria,NULL,NULL,NULL
Learner#7bfe5ef5-a232-4eee-bd98-fe5e4a16a6b4,Pakistan,Undergraduate Student,Air University,Bachelor of Science in Computer Science
Learner#817510f6-1e2d-4732-982d-a575c0c860db,Nigeria,NULL,NULL,NULL
Learner#7bff299c-3cbf-4670-9c38-edc3bf0b7b61,India,Graduate Student,"CMS COLLEGE OF SCIENCE AND COMMERCE, COIMBATORE",Data Analytics
Learner#7bff82b0-a1c2-47b9-87b9-571345ba41ff,India,NULL,NULL,NULL
Learner#7bffe258-85db-46b9-8ff0-a1d1c1944b6e,India,Undergraduate Student,Harvard,Digital Media
Learner#7c00426f-aad8-403e-afaf-8b79cc5391f7,Pakistan,Undergraduate Student,Comsats,Physics
Learner#7c00786f-b4c9-4887-9153-e29cda2c090a,Nigeria,Graduate Student,Air force institute of technology,Emediong Peter
Learner#7c007d92-09e7-470f-93f9-b427628f1ffe,Nigeria,NULL,NULL,NULL
Learner#7c026093-13ac-4086-8341-9c9199ecc897,Kenya,NULL,NULL,NULL
Learner#7c039739-bb0a-47da-809a-035a17b2cefb,Kenya,NULL,NULL,NULL
Learner#7c045737-274e-43a3-ac48-297e24997b5b,Philippines,Not in Education,STI College Rosario,Information Technology
Learner#7c04872c-a06a-4993-a8c4-df38a1fd5701,Philippines,NULL,NULL,NULL
Learner#7c049222-528a-49ef-9d33-b5c3e3cfff66,Ghana,NULL,NULL,NULL
Learner#849523d8-4ac9-4a4b-bfd0-15f8bdc2f2a9,India,NULL,NULL,NULL
Learner#7c04f0d0-d9cb-4f42-bcf4-66810b5188a6,Kenya,Undergraduate Student,University of Nairobi,Law and Legal Studies
Learner#7c057c21-6f2b-46b8-8056-2206a591f395,Nigeria,Undergraduate Student,Lagos State University,Medicine
Learner#7c05bec0-6270-4a1b-b66b-29d7703895c2,Pakistan,Graduate Student,Govt College University Faisalabad,Computer Science
Learner#7c05efa4-f222-4cc2-a44e-a3df2e29c47c,Ghana,Undergraduate Student,Alx Technology College,Data Analytics
Learner#7c05f031-1864-479e-aa60-2a40f5c11602,India,NULL,NULL,NULL
Learner#7c061c69-afb0-4c57-9f6f-db3ab28886b3,Nigeria,NULL,NULL,NULL
Learner#7c0624df-67b4-4edb-b314-c8d7b03e7119,Nepal,Undergraduate Student,capitol hill college,Business Management
Learner#7c06af08-582e-4a30-a68b-a0dcc44eb478,Nigeria,NULL,NULL,NULL
Learner#7c06ffd3-ffc6-4a31-9dbf-fda1bdd02b3e,India,Undergraduate Student,Bangabasi Evening College,English Language and Literature
Learner#7c07c476-171d-4934-80ed-5c814ad69254,India,NULL,NULL,NULL
Learner#7c081d1a-9b54-43e2-8259-b7dc39ec65d3,Pakistan,Graduate Student,Gannan medical university,MBBS
Learner#7c087c95-6f1b-4614-a645-982b69eae2e0,Egypt,Graduate Student,Xamk university of applied science,Business Administration
Learner#7c08a551-9149-4725-953a-31eecae845f4,India,Not in Education,Vidyasagar University,MBA
Learner#7c094bca-14a2-4722-aa0e-ddad51398360,Nigeria,Graduate Student,Kano State Polytechnic,Pharmacy and Pharmacology
Learner#7c09a332-4e29-421f-bcdb-a909e202e952,Philippines,NULL,NULL,NULL
Learner#7c0c85ba-7240-42d3-83e2-012a487aca0f,Philippines,Graduate Student,IETI,Computer Technology
Learner#7c0cc261-0ce7-4a99-98ac-6856d5012faf,Nigeria,Undergraduate Student,University of Uyo,Nursing
Learner#7c0d4191-62cc-460b-b226-04e752c2fc98,India,Undergraduate Student,Adamas university,Biotechnology
Learner#7c0d8ce7-3381-4b58-a4fd-adee615b7228,Pakistan,Graduate Student,Punjab University,Bachelor of Science in Information Technology
Learner#7c0e0109-8043-400f-90f9-c960f6621172,Kenya,Undergraduate Student,Mount Kenya University,Computer Science
Learner#7c0ea3b1-3296-4a10-b547-222c7cb0d8d8,United States,Graduate Student,Illinois Institute of technology,Economics and Finance
Learner#7c0ec5bb-2afb-4a9d-ae6f-605d4bd570f8,India,Graduate Student,Feroze Gandhi Institute of Engineering and Technology,Mechanical Engineering
Learner#7c0ee9a8-80c3-44b5-9c11-7fa8bbce230d,Malawi,NULL,NULL,NULL
Learner#7c0f0a87-b4ff-4039-a735-389c5b64da53,India,NULL,NULL,NULL
Learner#7c0f528c-e947-4c8a-817e-57c2f607420b,Philippines,NULL,NULL,NULL
Learner#7c0fdb42-fc74-462b-97ef-86f2d7b92dc3,Nigeria,Graduate Student,Federal University Dutse,Political Science
Learner#7c11181b-84ba-4a67-9338-11f44311f091,Egypt,Graduate Student,Banha University,Chemistry
Learner#7c11dbf5-2b70-4298-b5ce-05820d63990b,Pakistan,NULL,NULL,NULL
Learner#81e4e783-a855-4f2a-b2a0-95abec1781ac,NULL,NULL,NULL,NULL
Learner#7c140518-5608-4df3-9a6a-b32d68fc2213,Philippines,Graduate Student,Asian institute of Science and Technology,Business Administration
Learner#7c15074c-7589-4a6f-8a1d-d4a33781fdd3,India,Undergraduate Student,Malla Reddy institute of Technology,Computer Science and Engineering
Learner#7c15760a-c86c-4e91-a8a3-d71aaa8242ad,Nigeria,Graduate Student,Landmark University,Computer Science
Learner#7c158818-b39f-4559-8110-2bf355f86a4b,Egypt,Undergraduate Student,University,Medicine
Learner#7c16270a-909c-4831-9cb2-51cb0d86b889,Nigeria,Graduate Student,University of Benin,Industrial Technical Education
Learner#7c1668b4-338f-4a83-adac-468bd4b0de52,United States,NULL,NULL,NULL
Learner#7c16c253-a1af-4b37-95d2-a0363ec80f41,Nigeria,Graduate Student,University of Nigeria Nssuka,Business Management
Learner#7c16eda0-0bd8-4bbe-b653-d907d7d6bf1a,Nigeria,Graduate Student,University of Nigeria Nsukka,Bachelor of Science in Computer Science
Learner#7c1728cd-a08f-4c93-93a2-c0588bd15646,India,Undergraduate Student,Yuvaraja%27s college,BACHELOR of BUSINESS ADMINISTRATION
Learner#7c1973c6-5b47-4750-a447-6143b983a85c,Pakistan,Undergraduate Student,Habib University,Computer Science
Learner#7c19e346-f8e4-41ba-a505-d69586dbe178,Nigeria,NULL,NULL,NULL
Learner#7c19eb74-9005-4091-8df2-56ba827da49b,NULL,NULL,NULL,NULL
Learner#7c1baa13-5a71-4382-aab0-f65ef894b588,Nigeria,Graduate Student,Global wealth university,International Relations and Diplomacy
Learner#7c1be6b5-21f0-4b57-8650-55a6c3d5dec6,Nigeria,NULL,NULL,NULL
Learner#852884e8-98a0-4fd9-bad8-96cf9ed516d5,Nigeria,Not in Education,Wild fusion Digital Center,Digital Marketing
Learner#7c1c99ed-2d0c-45e6-a933-3bf1d150ec22,Nigeria,Not in Education,Crawford University,Economics
Learner#7c1d0925-012b-4987-ab7d-afa760b92ca9,India,NULL,NULL,NULL
Learner#7c1db121-39b3-4a78-beff-c7c2dfb2592a,Nigeria,NULL,NULL,NULL
Learner#7c1e2e5f-ab13-4a32-9bf8-2417fda66dba,India,Undergraduate Student,Vellore institute of technology,Computer Science and Information Systems
Learner#7c204a6a-3964-457b-8d9d-bc347cbc4a29,Kenya,Graduate Student,JKUAT,Information Technology
Learner#7c204cb4-fd8e-489b-b1e4-a455b47a7ba6,Nigeria,NULL,NULL,NULL
Learner#7c20838b-194f-4120-b91f-6d40eee40964,Kenya,NULL,NULL,NULL
Learner#7c215dbc-d7bd-4b4e-b3bd-043f749ff0bd,India,NULL,NULL,NULL
Learner#7c22331e-5632-4feb-87d5-29484358f91c,Bangladesh,Undergraduate Student,Bangladesh University of Professionals,Finance and Banking
Learner#85daa98a-c556-418a-aa7f-f6d4a713f2e5,India,NULL,NULL,NULL
Learner#7c228739-a5a3-4f90-bdfd-4c84d9d151ac,Pakistan,Graduate Student,Government College University Faisalabad,Physical Therapy
Learner#7c23b3a4-6c70-4b57-be6c-d2d5ea19eead,Philippines,NULL,NULL,NULL
Learner#7c24476a-d3ff-4ea8-a2e6-8cc75f343272,India,Graduate Student,Lloyd business school,International Business Management
Learner#7c254d61-e5e5-4245-8359-aa17f0831e92,Pakistan,Other Professional,N/A,Business Development
Learner#7c257e05-4282-46b5-8e72-8cc4b99e9c5f,Kenya,NULL,NULL,NULL
Learner#861ed240-f6b4-44f9-b429-0a7297812a9e,India,NULL,NULL,NULL
Learner#7c25a5a5-d410-462b-b58d-0225789d81f8,NULL,NULL,NULL,NULL
Learner#7c261d76-bd0f-400f-8869-3119aefbb16c,Kenya,NULL,NULL,NULL
Learner#7c263a2a-33ba-463a-bb72-94b0d2467863,Nepal,Undergraduate Student,Sagarmatha College of Science And Technology,Bachelor of Computer Applications
Learner#7c26576f-e2c5-4f8e-a1fc-206aecb3e407,United States,NULL,NULL,NULL
Learner#7c27123c-99d5-4363-9ce9-63c9fcb70b78,Nigeria,Graduate Student,Federal Polytechnic Nassrawa Nassrawa State,Virtual Assistant
Learner#89053997-1109-4399-9310-9a7f80eb6444,Nigeria,NULL,NULL,NULL
Learner#7c275d7a-1836-4ba1-9e15-43c21c17fa1a,United States,Graduate Student,IIT Institute of design,Master of Design
Learner#7c281937-31b1-4c54-beb1-41d0f4ed8664,Ghana,High School Student,Anum Presbyterian senior High school,Politics
Learner#7c287719-bae5-4d07-ad9f-1e5c08505eef,India,Undergraduate Student,Malla Reddy Engineering College,Computer Science and Engineering
Learner#7c28abfa-b2ae-454a-ace0-ac9ff5a9f597,Nigeria,Undergraduate Student,"Ahamdu Bello University, Zaria",Business and Management Studies
Learner#8926ee0d-f098-4249-ab6e-ff132960ba69,China,NULL,NULL,NULL
Learner#7c28cef5-c6ab-466f-b2c2-82f3d83e8314,United States,High School Student,Kokomo High School,Entrepreneurship
Learner#7c29040f-16fd-4fc5-addf-8dc9b7cf1f99,United States,Graduate Student,Saint Louis University,Business Analytics
Learner#7c293f0b-6fa2-40e1-ba83-23c4123cb556,Philippines,NULL,NULL,NULL
Learner#7c29a752-4253-4a13-8095-3df97b0c4d48,United States,Graduate Student,saint louis university,Computer Science
Learner#892c6fb5-3e51-453b-ac77-9f11038cf54f,United States,NULL,NULL,NULL
Learner#7c29d38b-3543-4728-b152-7f4af06e48b0,Kenya,NULL,NULL,NULL
Learner#7c2a2b98-e18c-45dd-a140-4a03a8e60ed3,India,NULL,NULL,NULL
Learner#7c2a91c0-fcdf-496a-bb17-3843d8f7e49c,Ghana,NULL,NULL,NULL
Learner#7c2af68e-cbea-4feb-9086-8f5170edab69,South Africa,Undergraduate Student,Stellenbosch University,Education
Learner#7c2b8a1c-9ff6-4188-888e-0200eef6b0cf,Philippines,NULL,NULL,NULL
Learner#8a868261-b6b1-4562-8777-087fe534f1b4,United States,Graduate Student,Saint Louis university,Masters
Learner#7c2c44a6-bef4-47bb-982d-d15293634d86,Ghana,NULL,NULL,NULL
Learner#7c2cf175-b354-4c66-8ff3-fa016aa058e4,Ghana,Undergraduate Student,Valley View University,Agribusiness Management
Learner#7c2d07c4-9bd6-4bbe-b93b-5260c0cddc32,India,NULL,NULL,NULL
Learner#7c2d6895-5f3b-4986-b266-5c6c4fc90e70,Nigeria,Graduate Student,Federal College of Education,Education
Learner#7c31ee98-79f0-4048-9300-b5590c51d842,Kenya,NULL,NULL,NULL
Learner#7c2ef706-9b9a-47af-a369-2fa6e601a82b,Nigeria,Graduate Student,Ahmadu Bello University Zaria,Landscape Architecture
Learner#7c300ae9-878d-4146-9241-4ebe9b69d45d,Nigeria,Graduate Student,"Gateway polytechnic, sapaade",Microbiology
Learner#7c31212a-13e1-4f0d-92bc-a400ae2bb5b1,Egypt,Graduate Student,Tanta University,Animal Science
Learner#7c3158c4-6621-4ef3-8c0e-b0b9c22258c6,India,Graduate Student,Rashtrasant Tukadoji Maharaj Nagpur University,Master of Computer Application
Learner#7c31cb1f-d012-414e-b8bd-1e024fd194cf,NULL,NULL,NULL,NULL
Learner#7c32252b-9a87-45d5-aebf-193da8531dcf,Nigeria,Undergraduate Student,University of Jos,Biochemistry
Learner#7c324770-ffb8-41a6-9cb6-385f342e799b,Kenya,NULL,NULL,NULL
Learner#7c329bb2-e12b-40de-8ef0-ec0e53c1fa91,Pakistan,Undergraduate Student,Rise school of accountancy,Accountancy
Learner#7c32abf7-24a5-4832-9435-e41ab8cb2a01,South Africa,NULL,NULL,NULL
Learner#7c374d28-a30d-469d-8482-ad757368b7ba,United States,NULL,NULL,NULL
Learner#7c32f9fa-01ad-4266-8c1c-d526286d9fd4,Nigeria,Graduate Student,University of Ilorin,Plant
Learner#7c33bd84-a308-457d-843a-b64221c48711,South Africa,NULL,NULL,NULL
Learner#7c340b01-1d99-47af-b16a-abc5bcdebffa,India,NULL,NULL,NULL
Learner#7c353686-2ccd-499e-a365-13da4de76e9f,India,NULL,NULL,NULL
Learner#7c35c07a-f1af-428c-8929-3db019b63b79,Nigeria,NULL,NULL,NULL
Learner#7c35de72-6884-4c33-afe3-2418a15c3efa,Philippines,NULL,NULL,NULL
Learner#7c37f54c-17d7-48eb-bdfd-185d84dc13dd,Ghana,NULL,NULL,NULL
Learner#7c38ae02-9842-453a-878d-d9ae804185bc,Kenya,Graduate Student,The Eldoret National Polytechnic,Electronics and Computer Engineering
Learner#7c38dcd0-2084-4182-ad38-ae69a7aff93b,Nigeria,NULL,NULL,NULL
Learner#7c38ebc3-27de-497f-acd5-65874f19d09d,Ghana,Undergraduate Student,Kwame Nkrumah University of Science and Technology,Petroleum Engineering
Learner#7c39b8e0-a7cc-4fa7-8cce-e22321925f36,India,Undergraduate Student,Institute of hotel management gwalior,Hospitality and Hotel Administration
Learner#7c3a23c4-2318-4c83-9a21-9699e3d6723a,Kenya,High School Student,St Joseph%27s High School,CPR AED and FIRST AID
Learner#7c3bde2c-a95a-4fb6-90e6-d703f221f85a,Pakistan,Undergraduate Student,University of Sargodha,Public Administration
Learner#7c3c412e-d6bb-4cb6-ba65-44a927d72692,Nigeria,NULL,NULL,NULL
Learner#7c3cd863-b8f0-4067-b83d-2068207ae135,United States,Graduate Student,Excel high school,None
Learner#7c3ce898-d211-49e6-8a94-48a78af99de8,Pakistan,High School Student,Cedar College,Electrical and Electronic Engineering
Learner#7c3d9bf4-c7ae-491b-893a-dfcc012c8b8c,United States,Graduate Student,Saint Louis University,Computer Science
Learner#7c3de709-aba3-4a24-bd9f-d5756fe651fc,Nigeria,Undergraduate Student,Madonna University Nigeria,Nursing
Learner#7c3e2998-f737-40fa-b87f-e1d77663db7a,Nigeria,NULL,NULL,NULL
Learner#7c3f0825-c25c-407c-a0c3-89df135326ad,Egypt,Undergraduate Student,German International University,Business Administration
Learner#7c4a7122-d9ad-4ab5-9856-401d3a9a4bdc,India,NULL,NULL,NULL
Learner#7c3f12c9-8028-4a4f-8d28-b1a5d769f5e0,Yemen,Undergraduate Student,Sana%27a University,Architectural Engineering
Learner#7c3f49ff-36ff-4854-aca4-fe2c98ce7c16,United States,NULL,NULL,NULL
Learner#7c3fd663-d523-400f-af21-e04dea6c1590,Nigeria,NULL,NULL,NULL
Learner#7c409dd8-5e89-4682-8d78-99927a62fba4,India,Graduate Student,ICFAI Business School,Computer Science
Learner#7c40f243-9ed6-4015-8954-9cc0de6da1e8,Egypt,Graduate Student,Alexandria University,Languages
Learner#7c4215f5-e84d-4e0a-8968-68ee7375021d,Nigeria,NULL,NULL,NULL
Learner#7c423f9b-2d4d-4980-a2b3-19f5c173f603,India,Graduate Student,Vishnu Institute of Technology,Computer Science
Learner#7c424633-82d2-4b53-a465-38d91544be7f,South Africa,Undergraduate Student,Unisa,Software Engineering
Learner#7c4a7cf8-0189-4084-8e78-70552b8edf9b,Pakistan,NULL,NULL,NULL
Learner#7c4347ae-a44e-4b63-aaca-54f349da3cf0,Nigeria,Graduate Student,Unilag,Education Management
Learner#7c4371cf-e761-443e-91f1-5b3fd1e2e664,Nigeria,NULL,NULL,NULL
Learner#7c44b2e0-8668-4afc-8b38-eec472d43181,Nigeria,NULL,NULL,NULL
Learner#7c44d116-a197-4fc7-be99-13493da6c468,Ghana,Graduate Student,University of cape coast,Physician Assistantship
Learner#7c450b82-6351-42f5-a043-42661555e32f,Egypt,NULL,NULL,NULL
Learner#7c451a27-fae6-4250-bae0-62bb9d0dfaba,Ghana,Graduate Student,Kwame Nkrumah University of Science and Technology,Biochemistry
Learner#7c456054-1504-4400-aa28-73fe7c6cd70d,Pakistan,Graduate Student,SHAHEED BENAZIR Bhutto University Sanghar campus,BBA
Learner#7c45cab2-8909-4fd3-b9f1-47ccebd7df13,Pakistan,Other Professional,Human rights council of Pakistan,Communication
Learner#7c483757-67b5-492f-b467-4780578b65cf,Philippines,NULL,NULL,NULL
Learner#7c486d43-1d02-4763-801e-449244c2b05e,United States,Graduate Student,Illinois Institute of Technology,Data Science
Learner#7c487a2d-42cd-4295-b924-959f5dba0088,United States,Undergraduate Student,Rutgers University,Accounting and Finance
Learner#7c48a68d-b492-4ae1-80bc-64030683b584,United States,NULL,NULL,NULL
Learner#7c48f100-492e-43e6-83f5-77f313d70d75,Pakistan,NULL,NULL,NULL
Learner#7c4964a9-46a8-413e-bf9a-46579e410c54,Nigeria,Graduate Student,"Ladoke Akintola university of Technology, Ogbomoso",Logistics
Learner#7c49b7f8-5c91-4a01-9eb8-d08587fef428,India,NULL,NULL,NULL
Learner#7c4a1987-2041-4f31-8ee8-4341b7e831f9,South Africa,NULL,NULL,NULL
Learner#7c4a7e4b-ea0a-4993-9420-efab96ced68c,Nigeria,NULL,NULL,NULL
Learner#7c4aa0db-68de-4577-a146-07003c007c32,Kenya,NULL,NULL,NULL
Learner#7c4af6a6-a040-4bc1-9669-10e3baa1c3c6,Zimbabwe,Undergraduate Student,european university of lefke,Electrical Engineering
Learner#7c4c87d8-8a43-4408-a1e2-48abc4c57ccf,Nigeria,Undergraduate Student,University of Ibadan,Economics
Learner#7c4d764c-7f35-430a-9477-caed408d78e4,Pakistan,NULL,NULL,NULL
Learner#8b38580a-d31e-470c-8b2c-fcb9ce97de87,India,NULL,NULL,NULL
Learner#7c4d78a3-d49d-40ab-b711-f89f735ed452,Nigeria,Undergraduate Student,Obafemi Awolowo University,Computer Science
Learner#7c4dadee-cc05-4b5f-92f8-9dda4e135cac,Nigeria,NULL,NULL,NULL
